Accession,Description,Abundance: M1,Abundance: M2,Abundance: M3,Abundance: C1,Abundance: C2,Abundance: C3
P11185,Protein 1186,1326.3137382311252,940.9509380249297,1206.6465745636374,1029.127269996399,705.6463711633597,984.9645019540719
P11186,Protein 1187,873.511398542153,659.8203121767431,1235.8695902845568,777.1286368739181,899.3592502946715,1025.8364173680511
P11187,Protein 1188,1218.7051412796834,1065.0465675172609,1205.7480938178442,1029.1989888657267,628.9883237372007,773.6868057059589
P11188,Protein 1189,1223.3466069413953,886.3640161800718,1018.7799124869766,992.1978784168,991.1338356764254,1082.035264685199
P11189,Protein 1190,1004.0365125680287,825.7594126596364,1087.9859048718163,1097.6702743544045,899.949583096657,683.1783975331067
P11190,Protein 1191,1031.8367534130948,1179.4899982369443,1165.7958124267432,1118.6597105127505,979.7939702907121,752.061715246701
P11191,Protein 1192,850.6868303746863,689.7031786624714,1260.6813835187172,987.1182621051115,900.1489007204234,768.6327506732023
P11192,Protein 1193,1363.4848000472687,1068.9929834193545,1345.3319301092376,936.6640919849298,899.4683872437037,1000.6562309658013
P11193,Protein 1194,835.3418710652422,991.3970094812586,960.9864464687488,987.9889326511237,634.3227308675488,823.1876387584693
P11194,Protein 1195,1164.2508698345084,1194.3784167292595,876.7102315643539,862.0844112396048,834.646429845181,697.0593180146525
P11195,Protein 1196,1126.9790731803043,1113.7507966532455,785.9800135640376,812.4932786345722,989.254771675594,960.2225949187297
P11196,Protein 1197,839.9904276107505,891.3238920671583,950.5617062607492,896.9292480770205,982.0501181384748,1123.449791168933
P11197,Protein 1198,1020.9746384900156,773.414280769203,1115.5599710316021,915.5513458055634,752.3542876641789,982.2458738348283
P11198,Protein 1199,930.5135224055691,737.0377463633565,881.5086277715579,596.9604087474158,737.6307228700427,877.4421164475629
P11199,Protein 1200,996.5881450422444,1211.0027655376039,774.7746871628874,815.2088951483197,1170.9947920284708,974.0166749892869
P11200,Protein 1201,951.9604556840194,1135.4512238083598,986.8720860184058,869.542532175645,1275.959364264619,1003.2165313931248
P11201,Protein 1202,846.842674634643,798.0487097866084,1073.973767740459,736.7202858678496,874.2443153196648,829.619011147432
P11202,Protein 1203,783.818556037404,1092.0294583920404,1103.1882131013842,942.3590857696971,885.4862994985801,938.4648262682883
P11203,Protein 1204,1035.126124647403,1234.8156881703012,991.1899356054051,730.0420919143446,861.8308650047039,763.8020398629636
P11204,Protein 1205,1032.7985953340788,740.3470027282631,782.7407828846694,933.4728585507734,1178.7271870617224,1002.8674462329153
P11205,Protein 1206,972.594481355522,829.7296943142924,1260.7500404239604,756.0005120316888,891.9142261248136,771.2336313069252
P11206,Protein 1207,1142.6556210109436,827.9977780520237,1168.867099721286,1093.6755849200445,453.26724005169734,1237.43595648972
P11207,Protein 1208,1232.368964951668,1156.9479208408025,881.0465243870976,1073.7045458453515,906.2851149521967,975.8659876980722
P11208,Protein 1209,1051.319470726748,938.9305908107652,1054.0354805850202,888.9447246670803,817.7484364259947,803.557786895645
P11209,Protein 1210,899.9108394315076,833.8518777587726,1171.4336284889055,821.3057468871084,1015.2480799303657,886.356380593101
P11210,Protein 1211,1347.7894535530284,1116.0883573427957,1081.684664172623,864.9507794448156,986.7639600809621,648.9268497302913
P11211,Protein 1212,1224.6682746924876,1304.425169973526,1275.0928081519278,954.1555572396464,1062.8368924182714,972.1691712699075
P11212,Protein 1213,1323.9154542467436,949.609991275887,1342.0341298191338,761.9798964040014,868.2913158947388,959.7994879690805
P11213,Protein 1214,925.363650546886,1267.7824336077056,843.3089163985658,956.4435545532519,857.6753512939807,835.8513333149886
P11214,Protein 1215,1190.1541791869547,1180.5277305059872,1479.173922167039,996.6530070799404,872.6445730984152,897.5343566959797
P11215,Protein 1216,987.6096299043164,929.6014490605711,948.8502604098841,957.0468595699749,867.4595899052442,801.8659166831228
P11216,Protein 1217,1277.5614776131788,1252.3304740296098,1169.1112232855096,756.8006551670147,871.1738401966228,641.6706615166745
P11217,Protein 1218,1331.673470960205,867.9729061075957,927.1540117767149,761.6203857538037,952.0035457998955,883.2512278980895
P11218,Protein 1219,1365.2830010948508,1135.9681904413674,1401.005751650025,887.2257667184109,911.8726169511278,1113.566381202136
P11219,Protein 1220,1402.6959347084544,970.5313276460075,914.1404171377922,899.1275007579394,905.9693479696057,853.4531229941821
P11220,Protein 1221,1556.1894728998723,1079.060412904869,1260.6713999928563,922.6461108805313,762.4459440820503,1052.5781797598518
P11221,Protein 1222,991.621789477263,1264.6501875523556,601.3689444224344,875.5464353837409,793.8161967025788,950.3375761948612
P11222,Protein 1223,1030.6246230654012,684.9678792320467,664.0320663546175,702.3626830509775,822.2340831677295,895.1270839142275
P11223,Protein 1224,972.0787584377978,1052.424463442063,1126.2036490780013,894.362022104638,966.5476015467594,841.8071631258681
P11224,Protein 1225,970.3427748702895,1651.844608712695,1021.3911959340509,720.9896987830502,968.2498097985115,910.5739614425339
P11225,Protein 1226,975.4397164601662,818.6001569697391,1240.9475140131321,1174.7832602561507,1128.1592354635222,905.716105158687
P11226,Protein 1227,869.7634756889421,680.1206956344716,848.2767058437441,789.4526588885581,1220.4361199994535,1048.0612916147334
P11227,Protein 1228,1339.2350250825898,991.7120022432546,976.9996219307139,1091.4548784798499,966.5074350323165,817.255923194267
P11228,Protein 1229,879.4285838066265,1081.2722849314725,715.7317120188445,1055.8924062920591,667.1763874327632,925.5077026147137
P11229,Protein 1230,1229.3006709580497,1239.3254765488166,500.5505378602613,1038.5300113389185,872.05694716335,874.6420187252369
P11230,Protein 1231,973.0058093736802,1190.0403923789836,1093.012160166607,1019.3425469598034,920.9318380370962,1013.5774493220625
P11231,Protein 1232,1093.6821898954286,819.1491924053937,1095.2504824287105,1066.364567999412,945.2549931605539,804.2192887664321
P11232,Protein 1233,851.8425479401203,1102.3964388082682,1279.3713799237623,926.5232263767521,932.7440856580016,876.4821060915651
P11233,Protein 1234,1053.5037810253086,992.7774036465739,1132.2171804549355,1119.9239957475054,1087.4210596827963,1175.117052654018
P11234,Protein 1235,743.0746385937473,1079.7911659881618,936.7642644013389,880.3907947461565,811.3308778317743,777.6338304689068
P11235,Protein 1236,1105.722776225737,1247.8013181989913,746.9897203112102,937.2395755556842,925.05000128723,1125.3752434674884
P11236,Protein 1237,1110.5334420409854,1141.7347258058487,1055.663234789155,821.816450277073,675.6066016862529,765.9273680281999
P11237,Protein 1238,963.2358946325858,847.3410367779345,1009.7118087353318,1212.583738383256,1009.8683384149365,894.5080517905885
P11238,Protein 1239,1179.7508889825283,971.7643072167316,1233.9678221473666,1005.5374199251401,829.7701710393161,788.0551199011345
P11239,Protein 1240,1240.303432720906,740.1342667985714,1114.5180459204466,1166.9109783092958,733.4142497892759,862.6512016545275
P11240,Protein 1241,1102.6143903519173,1321.0028033220274,1234.919585659237,830.55823117766,946.5031191142978,968.1957365898083
P11241,Protein 1242,1304.6881132239123,1258.9547976297392,1036.6478333145785,901.9599790119802,959.6395645752373,748.8650148904725
P11242,Protein 1243,1111.5199533043,869.4511294727797,1329.7890726395935,867.5531470428356,940.4187304568054,1004.7318033882275
P11243,Protein 1244,1309.1093142587865,1055.0725826081953,1332.1957359503172,912.0821068581236,861.325443356528,995.596882635487
P11244,Protein 1245,1120.7031306528625,1185.9628740631292,1184.431436092807,882.4488972687415,1114.0401881732375,930.0270134903864
P11245,Protein 1246,1086.114425777851,911.3170214679423,1067.9799782185548,907.5549078708954,906.5243679245444,784.0050693148128
P11246,Protein 1247,1211.574112682541,727.3056715009161,897.7575510057609,918.6866597805363,989.0084892752448,758.348584732059
P11247,Protein 1248,1184.8660534686042,1036.0383576271045,1231.5552426804506,598.4558987456076,885.877047268122,667.470130207718
P11248,Protein 1249,923.8211572674195,1174.4901901881472,1113.2507228898519,717.3499580403138,764.9669794086974,852.5585352124542
P11249,Protein 1250,1113.4588494125887,1322.7061098587594,1154.94736929725,937.126958150858,946.8431297347756,926.9821247349144
P11250,Protein 1251,756.6084064522032,1491.6515002447563,757.7073559216026,1033.8562078634916,891.5498427942325,927.245657329394
P11251,Protein 1252,1083.2746724390731,723.9589316819412,1308.6621083724244,1137.4054155946008,836.0792229831359,1038.0766461478727
P11252,Protein 1253,1019.0445046193908,653.115092131972,986.2235144236108,993.6406536658794,690.8888349608271,862.6955224888122
P11253,Protein 1254,1119.8745881759285,943.1754204370668,971.768502883745,1038.5732094124942,1098.428848829333,751.3330534347563
P11254,Protein 1255,1323.2674448725888,861.1543115855301,826.3293385098967,790.080464081091,814.6753707383651,761.9989639029061
P11255,Protein 1256,1159.5848597935092,905.0122653669457,749.411415662013,725.2504057950903,734.0479406699735,832.7654269275391
P11256,Protein 1257,1339.1176024376207,869.0971524479398,873.2622392478124,693.3676659666078,1015.0851347130777,999.1286894243399
P11257,Protein 1258,810.2370870377256,1004.8814221955519,1462.4276120108989,703.6369935685723,980.8597232382311,1211.837097461379
P11258,Protein 1259,626.725025709535,993.6832581389605,773.0623612802499,547.4441102297751,1037.6012840946003,899.6662741821789
P11259,Protein 1260,736.9369537446353,892.4063928532755,1265.6662485757315,1041.0141090299223,703.7330655827544,961.2995677447876
P11260,Protein 1261,939.882876183841,965.8113475932528,955.5490589212948,785.3939045583251,806.2028233817471,869.9432582176803
P11261,Protein 1262,883.3311908623309,1018.5335474409468,1200.872205266684,816.1598850397141,773.806250532718,680.8589751397641
P11262,Protein 1263,963.1086773474501,986.7711736729543,957.1519330223133,992.1778740016144,1020.209362606713,926.3422052579563
P11263,Protein 1264,928.6561150103242,1070.5185259441078,858.7552575357461,1215.412054957684,926.7102047390704,1136.0091704324009
P11264,Protein 1265,951.4972597173324,844.9327311439042,1061.4244613111339,860.6338192702985,928.5394510547529,1131.8899943105062
P11265,Protein 1266,933.4887374057494,1110.1599619779706,672.5880816661852,750.8737649099426,909.5865409288551,992.2188777728741
P11266,Protein 1267,1480.7294672908752,1030.819485924287,850.3202438492328,768.7812618410308,1066.2479830239904,685.5636043796719
P11267,Protein 1268,1150.1607880604158,1252.6561888470055,804.477388743019,816.1148859594838,802.99258907143,776.3107610617432
P11268,Protein 1269,1138.0240046419915,850.2316287225864,697.9281556183967,1161.948300421513,762.2597545017954,717.2969393618897
P11269,Protein 1270,1007.7915067712513,957.0783295208985,1062.594746851824,715.2730638928615,654.0195581524068,944.9550116034508
P11270,Protein 1271,1012.4054671180911,1023.3602711346683,551.3754429237483,785.9618777199983,770.1286855623345,1048.8039137225862
P11271,Protein 1272,971.8198524280835,733.0426524056177,1056.6110889852062,767.0528392052388,928.108950895062,908.9350202358454
P11272,Protein 1273,1042.2166701958681,998.9945736432451,734.0988734769427,725.4814628677632,688.6990519746989,851.3079565490756
P11273,Protein 1274,1215.985136662468,851.1421539960157,980.1404618811958,991.0396614692049,791.8651098345395,964.5345638914242
P11274,Protein 1275,1073.4788945110943,1244.2962166094542,617.9964580778329,720.8044901651298,970.6401509557817,874.1458237553637
P11275,Protein 1276,1172.9647424923187,750.4145695711802,721.0966757181016,779.8376751973021,899.6589173142523,785.1728218136648
P11276,Protein 1277,1393.6431052008847,747.2658725736455,652.62749740851,1040.3860723718067,787.4987360017885,966.3698391843898
P11277,Protein 1278,982.2483249063242,1161.66308956326,691.7019270951384,879.617912855845,966.1868438682538,966.6039088027412
P11278,Protein 1279,1382.1908060363548,1277.5296792410522,659.5248445187613,936.6355111816556,874.8810409799593,1149.4443440935338
P11279,Protein 1280,1031.6816914776637,710.5907719021955,1001.7977616803325,1129.6286565539692,826.248435550561,1182.5838925826474
P11280,Protein 1281,1177.8426225901596,1115.8809398738183,1387.8925657503205,895.6784611617297,711.3702958850719,847.9989823902243
P11281,Protein 1282,938.4217732551942,1003.6897377674982,1048.820298868801,800.0240013111072,721.7834703440553,784.5378968681445
P11282,Protein 1283,1145.0943694739497,989.4316831672237,1164.588362981047,814.5360087179374,1065.2323802241888,801.1892340847475
P11283,Protein 1284,1054.897406957537,991.2837675495506,1095.5542359254805,720.7216008401547,906.9662468034039,1159.9809177620516
P11284,Protein 1285,1316.1538310483816,731.9118185923804,1083.7250367296194,1281.6265307161602,1247.18559058901,856.1607861584272
P11285,Protein 1286,1306.7128774692299,1053.8371419322757,982.7301891096823,787.1045535766405,1243.0055395908873,744.0481082019651
P11286,Protein 1287,988.8676950921232,782.3066590192108,913.5648492749566,739.5913428173303,843.0160252412911,551.5901179710982
P11287,Protein 1288,1214.7607126036064,966.0363937119191,1090.955565917026,837.1770625103301,1028.1747236720412,824.2595140719231
P11288,Protein 1289,1134.8862369105261,985.7214554929528,451.2322366776434,1334.448724948175,790.8833619657336,945.6867535044402
P11289,Protein 1290,818.6562411856298,978.1149165822009,924.9432526885157,857.2849710156383,653.244822130921,1183.4110456713283
P11290,Protein 1291,1141.114322779301,923.3061085760792,1036.0496634514852,952.2727409523449,958.0649539816893,1067.4803449404621
P11291,Protein 1292,1160.4637075385124,876.6040688933582,1138.963679167176,808.483134019222,772.0647899877248,1029.3294434523073
P11292,Protein 1293,1134.3223214111879,1195.9268019878036,1167.9286233010694,992.0034820340315,840.2548744936613,759.4621188981668
P11293,Protein 1294,719.8142371526507,977.0840875947156,847.2468290095858,656.8452736503667,1039.7388534120869,853.7581757530545
P11294,Protein 1295,771.882431542125,1212.1571315734873,1153.2928619077156,868.4055898880508,725.1729211890374,965.8674775705884
P11295,Protein 1296,685.9395372999205,1271.304132207837,1129.0741117738457,817.0557736509033,821.0293889339049,710.1119821660534
P11296,Protein 1297,960.3036003446714,1251.578836990846,832.5277076872186,998.1981220887069,1027.1020447100814,991.4323326507493
P11297,Protein 1298,981.1786887187436,731.311460130958,1172.3319503528828,819.1919566641577,976.9997966108405,675.3017892315336
P11298,Protein 1299,738.7649838877605,1074.9096653174638,792.4056741064663,641.6231087037718,1030.3081107439364,803.0147079036291
P11299,Protein 1300,752.9801146535187,791.3215225144806,1049.372765964252,938.6425136694744,797.8210344437774,1060.9953152318626
P11300,Protein 1301,1209.5765480155565,1047.2044752703487,1168.9266543347014,738.994547023842,774.5528876945049,1140.868489236068
P11301,Protein 1302,943.5277358379616,609.100084487485,1155.088618768305,1173.8640617998958,670.8738497270389,1123.9340345193955
P11302,Protein 1303,867.0378945625364,1110.9810665636403,932.5581984376071,625.8890899787035,1069.9661637590036,699.7286864994484
P11303,Protein 1304,1010.7787634270004,993.1136217321312,857.2706728017502,982.2053246072242,728.7985507125663,1213.0739124105191
P11304,Protein 1305,842.0613022650757,1493.3647300298078,1131.2172249399364,959.6917424888122,1100.042648420765,1142.24875772412
P11305,Protein 1306,877.6269037636476,1174.6172284791392,752.6072032678992,1103.9898538622049,1053.730828579989,670.640627277668
P11306,Protein 1307,1013.6534269597748,941.6733199673362,1036.69198689105,706.8491609755199,911.6025292960742,954.7077345896317
P11307,Protein 1308,1068.9984299010175,507.4484003253368,1037.605393279172,894.2591249737515,932.4441025399726,732.9181236898336
P11308,Protein 1309,931.5349662108725,798.8374160409711,973.0067102427334,723.1305429361302,893.6842538657136,691.0038694130419
P11309,Protein 1310,836.5488981166699,1259.6057342850559,436.39270383134294,1062.1598144959835,795.8462021910448,954.2646629785373
P11310,Protein 1311,988.0889133595058,1177.948443228955,939.9660086154979,1018.2589292387589,1107.6918105846335,835.8244932986782
P11311,Protein 1312,857.7798970442191,1063.5475821650716,1126.3201079280443,659.584774788017,983.0984807375031,824.3949320408167
P11312,Protein 1313,992.8667810623134,1276.5802424447584,1045.9890072717344,669.6990302340846,949.4980193179586,981.6498139097562
P11313,Protein 1314,903.8668784974662,1132.609035545127,1028.9034802858932,982.5014638709595,755.5064037154073,640.8476147585354
P11314,Protein 1315,1068.1871579570877,941.6817885014398,1047.9210905441814,889.6189796619765,977.6874936536917,944.9850336322414
P11315,Protein 1316,842.6799430000473,811.1231546015424,993.4087649698458,1029.163668527997,939.0683777213204,1076.7483243391675
P11316,Protein 1317,931.1904455690648,793.6370546296474,1380.164332114004,823.8881388777753,776.0981443513234,1091.6547860775925
P11317,Protein 1318,1231.880327174243,948.253316317623,955.0292794710037,1016.0398802802264,886.0501646677601,783.6219410266973
P11318,Protein 1319,843.2641564453687,817.4266420556972,871.5657034501894,784.4783490722909,1071.2034339220002,998.8730884650136
P11319,Protein 1320,797.4539262420407,1132.6177327770436,794.718682804204,900.4597361789839,855.5431847165291,1001.4201698929846
P11320,Protein 1321,880.5864211850451,772.0996602224167,1096.1829365045414,867.418171672487,810.4965157770667,1038.0558319689812
P11321,Protein 1322,1189.0560718108563,1098.6430134917714,961.6928569269476,969.7212933750806,973.8358740678856,1127.7259019047115
P11322,Protein 1323,1081.7202837348748,855.8651896137058,1129.3114876890324,934.0340488683108,954.9501492345493,1011.5237201397929
P11323,Protein 1324,1317.9121352820505,1091.867498240592,1005.9717489025312,1024.7443449553557,858.3650029311481,994.5051280409275
P11324,Protein 1325,1108.1235803907687,684.1514131693798,696.262220242829,1062.3303888399178,814.1163696244007,728.8928279174979
P11325,Protein 1326,1411.3730609861104,1302.018041519185,998.9278781319061,1011.9925059090442,1096.3815688490502,1038.97037227283
P11326,Protein 1327,672.4460373897986,1386.5495069993103,1364.9385688893808,917.1926049283372,820.0781803067773,803.5365173667967
P11327,Protein 1328,921.8759027774499,669.4984650466265,775.0158172321667,1119.121395761859,795.4528674212354,876.7234735648243
P11328,Protein 1329,1159.5500119989551,1389.561521029485,1038.742870068124,961.6654095697623,947.8467721949648,857.3484769325132
P11329,Protein 1330,1577.6697291270852,771.228159907929,920.501851094243,722.1233213277422,830.1065299573584,964.3533353727612
P11330,Protein 1331,922.0175000710324,1221.7509423048086,1135.1925712439534,806.9271920440234,818.8127974829727,906.3388626854327
P11331,Protein 1332,814.3324377477487,1018.0519614762455,1008.3027535141337,813.1993264008179,933.0379359547147,573.0195545402848
P11332,Protein 1333,888.0286335358087,1028.755346688327,1312.6728018693639,852.4237964375357,1146.9965418466768,1065.1186447353252
P11333,Protein 1334,719.0934606296621,1157.2431078870363,1080.0794567906923,867.4937069948019,825.6116641810041,854.727641246053
P11334,Protein 1335,988.1887599229776,1272.8127423551387,681.3818063411793,1253.7787500704062,824.3426596700004,1086.6853870043863
P11335,Protein 1336,1022.6760531909929,771.8294217645167,1084.2071846157455,587.1957891320933,819.4350869598863,617.7893579662397
P11336,Protein 1337,1029.836495431455,1006.2012414945801,806.3098177979266,896.7076860278905,773.6631131289231,770.4196018656892
P11337,Protein 1338,1075.4318811204384,858.9845611815186,869.2904845609108,1168.9101459383887,1079.4179660480993,940.4141213885418
P11338,Protein 1339,1169.50154149154,721.3789606989608,1363.712202746382,833.4863038133067,957.556049717032,909.1542772746311
P11339,Protein 1340,1067.808664844095,967.2058281294355,851.7151158768734,940.4324594279506,816.8308131335411,988.5195437956951
P11340,Protein 1341,1544.8185699848464,723.1577172905806,1088.9608832819201,857.0201836857174,931.4481341838593,980.4170463069782
P11341,Protein 1342,907.0485756913308,875.4901320348846,1174.7217655568547,979.2974515617316,739.566516878361,1044.8494590756138
P11342,Protein 1343,833.6478685359326,1023.4157504262666,1088.9352741388507,825.4253933792584,1022.4239175980065,883.7314758682376
P11343,Protein 1344,1016.3225918596085,674.8745598396431,1045.8586085464733,790.9191394413381,981.2161194665018,812.1972791654972
P11344,Protein 1345,1148.6769082162318,932.3961250375129,1093.321452258126,1042.7317249721038,740.8160684422476,629.2885050722
P11345,Protein 1346,1075.3569743609999,1218.807747112991,1102.2965518845504,877.9758810235694,1049.4782229438276,789.4448778442769
P11346,Protein 1347,1036.0522300409434,1199.1630805852014,936.8557061437189,931.5198874999188,711.2935171389506,863.6527890853839
P11347,Protein 1348,1296.0299568508683,960.8888885903442,929.9825910005346,710.6421574853894,984.5188219289821,1082.8027015496612
P11348,Protein 1349,759.0399415095208,964.5443491565062,1102.5138059132914,679.6438776775215,593.1184565707074,909.8367507637652
P11349,Protein 1350,925.7300821576246,610.3433996354686,979.1063029739421,868.0428092757518,997.7306421950999,1055.0579623402734
P11350,Protein 1351,1149.0663423704207,1248.339620271244,693.66715534884,919.7430778843362,818.9178688731183,933.2586426483517
P11351,Protein 1352,1006.7726385419189,1205.8249133746924,951.6107739868403,768.9094789496464,1018.3441471926213,815.5137746792357
P11352,Protein 1353,1124.8070039377326,760.3408637539728,536.5609720711318,1063.6646641452717,889.9714934373942,877.9064781686263
P11353,Protein 1354,995.3485091477075,790.2831119334392,671.5075225960134,692.3321000040328,902.522381824448,965.1548273561729
P11354,Protein 1355,839.7188821902377,1084.1672429818027,741.5979929753305,821.8786233484166,763.8876509829593,944.5297334427638
P11355,Protein 1356,878.8164222135815,929.7531152182806,1204.0613220241141,887.171125410513,1051.8340745161888,1043.2663147394283
P11356,Protein 1357,1040.592708013289,1071.7365714688083,1025.8689861241953,779.1020376966098,1117.4138851773914,785.6197506779907
P11357,Protein 1358,1439.7384959773449,1135.1442337261983,1250.128358181754,723.9281816453463,493.08397619771875,907.7897433228561
P11358,Protein 1359,867.1893325682237,415.4482767222404,664.6884668903306,843.6660170376643,1074.2614525434494,1046.337213704192
P11359,Protein 1360,1170.2341943875638,1058.2587284653341,1179.7397329168218,927.3566078062306,1089.1198158654818,1228.6926912923882
P11360,Protein 1361,1154.5751573936375,1207.4428945788002,1019.8304114898498,869.9548253119593,898.7232374655498,817.570411579134
P11361,Protein 1362,912.7372181522448,1208.6537076059658,1047.0721134437165,1008.2975707769683,870.3612436122268,1085.7699142567144
P11362,Protein 1363,911.2216725919232,1143.2332222800378,978.8646509869069,494.4949995992354,878.6752386069708,752.292997519769
P11363,Protein 1364,1082.8858324856928,1304.737445794135,1406.3220342428874,1014.4444336660773,906.6799945050407,883.2894289766167
P11364,Protein 1365,1102.2603466216726,1118.3089879593338,810.4156777941208,1143.7817058262096,710.3249862404389,800.8243212048832
P11365,Protein 1366,849.2661277361885,892.7939167752659,971.0298888072043,745.3153617792332,1033.4099871889268,890.8619879351585
P11366,Protein 1367,796.0401413561198,915.6739562613129,935.3704528856737,997.9984236179031,966.8193432289962,1085.4421179530061
P11367,Protein 1368,929.3229844958328,864.047774772223,1204.354834059961,784.0099608791352,898.2862842659314,713.3168245953175
P11368,Protein 1369,817.5825637215439,1242.7132117783592,1053.3232644217387,911.535934011646,1061.8535065905176,1042.7449016532732
P11369,Protein 1370,700.4719796120683,877.9580639688523,1065.9774033569684,696.4507676847738,815.6358934982918,542.735256682711
P11370,Protein 1371,898.381913316603,993.7229745370076,789.3526013609469,1028.2578148024195,846.062671392281,1016.2723772652338
P11371,Protein 1372,937.7229222359676,1018.0607751810735,971.3511052289402,1053.7361103952867,541.4083164011004,798.679604890528
P11372,Protein 1373,763.3498736779682,1119.6471895933587,758.998642811402,542.1315633296485,903.6709853728589,973.2536632929281
P11373,Protein 1374,977.9834923896634,705.3421864854874,721.4112211792032,1046.688671187172,1019.0839417582885,1004.1773723036082
P11374,Protein 1375,1091.4604769192426,942.4880317809398,918.1206316637165,1053.0784254789146,1035.6908298043743,905.4604116254229
P11375,Protein 1376,681.2859630380481,999.6053246713591,1072.5688641326387,1100.6354531694053,786.625544439843,875.3177030380539
P11376,Protein 1377,947.3266099757142,1277.8091727358528,1082.7486052814593,993.1710571139797,1066.9054876107282,775.3342252154998
P11377,Protein 1378,1083.381290856972,919.0325844145364,1188.4682083638686,904.2377644916437,1105.9976365741934,963.2075866296636
P11378,Protein 1379,956.3194515151893,1172.0411816282447,1398.3541030227454,861.4597766319607,691.1466587982112,511.2514784617692
P11379,Protein 1380,1036.3288965494303,1302.7829495552196,1361.8650870164254,918.1981323950317,683.8372278522252,1081.3155995825794
P11380,Protein 1381,912.7902450870421,942.4057835866755,1335.3095514224278,1049.6968516151014,769.4955643990029,648.7206100632195
P11381,Protein 1382,1124.269803541727,800.0121689383466,1295.40161464109,894.5707519667264,836.5087660619379,607.5920431569593
P11382,Protein 1383,780.6543086457116,419.09320035197607,756.9795245487359,989.5353614591336,1066.195070459383,790.9542106963986
P11383,Protein 1384,931.7638587049464,975.9213353598277,768.0086079467299,1188.4989741896334,768.1499159431594,706.631075596729
P11384,Protein 1385,919.1647023999506,1769.0220518289661,923.7736445803687,1074.9015265490366,852.4069347361752,971.601888350689
P11385,Protein 1386,553.0097447228745,911.3707588715235,821.5849105626119,993.0365246391552,1051.4670017472495,919.1223382180929
P11386,Protein 1387,1086.276330903518,1219.7818535718523,1033.4300948433702,755.4345840148962,1002.2486631393326,1015.5991381291338
P11387,Protein 1388,818.2678767546588,936.234958513202,1124.0440321791862,821.3076381326226,921.674426143172,920.55970326081
P11388,Protein 1389,1087.4771243450843,809.4378246973258,969.8435425226877,1053.5113479297372,930.9101264024285,1177.9791324042449
P11389,Protein 1390,1010.8255393328428,952.8983040706821,1007.0023788551005,901.5144194877357,767.0142456610797,1078.6832899178721
P11390,Protein 1391,760.6450978486214,1101.4458409318343,1097.9718771250389,999.7146115250389,862.0144227043675,908.2637851891058
P11391,Protein 1392,1224.2717130120766,901.6370291276337,1241.4489220592006,909.1646512813126,849.7530127505286,1171.7505194662374
P11392,Protein 1393,896.2092831303587,944.1856615879697,1066.2430786183745,1231.7262041863146,946.2486367488872,802.1265913378996
P11393,Protein 1394,981.0661899839856,1214.7293681344333,785.304840960697,914.6424380970504,736.5558289859717,709.840042074839
P11394,Protein 1395,1237.9234470476238,868.9943436098049,1090.0347101391196,799.4803726992631,912.0983718143532,743.1698892970533
P11395,Protein 1396,1283.3088108151746,831.137942350383,1110.9385680753294,747.0271661222771,1064.8275136099742,637.1191779841834
P11396,Protein 1397,385.6456031553016,908.8549394478573,1017.7523089745569,918.9764653873825,852.1622151609255,1166.6234277333901
P11397,Protein 1398,1291.28185368388,524.4324016018477,850.8103507391469,1057.341314558556,1057.6177907577817,886.0752613201429
P11398,Protein 1399,843.9422824757464,979.0123004683187,1117.1106462843181,760.9850172459268,1059.4322392942804,1030.4724156736079
P11399,Protein 1400,975.389406130414,1027.664235666489,1012.0981025697503,772.18822986133,732.662376614374,1062.6688423144703
P11400,Protein 1401,1069.9763121839956,1192.2731838245243,1292.441827494944,906.736206353087,1030.0987797749638,834.8107740220453
P11401,Protein 1402,851.249255451722,1259.6643407084894,1310.8439851271758,820.1614842155615,930.8317397829406,846.1910122986645
P11402,Protein 1403,1026.5137309458303,604.1913478038866,1009.170455838157,796.0424804370532,901.1549549265716,1061.73245021225
P11403,Protein 1404,1340.2388436812719,1013.8711284019041,1138.4245305415416,974.514495151203,1054.5845504076697,738.4882788732908
P11404,Protein 1405,1129.0234675085253,925.1002970129729,748.2969294529993,900.3634534355334,939.8589423818715,1123.3680162164615
P11405,Protein 1406,860.7948999842662,1297.0549379186486,1178.3393849636175,929.4061732409306,870.6216612291332,774.4987238521303
P11406,Protein 1407,1043.9465283839068,643.7649536410146,1241.5772175810998,916.3386980520291,691.6790822434982,977.0074062344714
P11407,Protein 1408,1089.8128081062168,848.3485456199708,679.279261417443,849.9553736427689,778.4506782639664,800.1122098286089
P11408,Protein 1409,966.8205336958788,716.7375530190563,1031.1923113811076,931.307457260131,977.8173589160941,667.4996873007888
P11409,Protein 1410,1105.7757081427953,1168.9515129201548,825.7396130441455,892.1405445920084,687.7060735605576,1221.206000347128
P11410,Protein 1411,892.534786006616,889.1157241425021,1021.6534933478558,724.5678374012372,601.6205008442191,749.8614618329341
P11411,Protein 1412,1089.440923641179,791.2832944936765,1132.877685802319,1119.010726960039,942.714289823164,892.9801852180227
P11412,Protein 1413,976.0467568910306,866.4461857206086,1034.2311488711525,1121.7675092589543,927.7817818380166,867.0419592313227
P11413,Protein 1414,860.5334215806288,621.1258485203521,1046.3369772767428,985.1707184868683,780.403461725569,871.0384888622979
P11414,Protein 1415,1218.120099944448,687.9498391709005,990.0882980642745,824.3501047368454,1097.39803381869,569.748345131798
